P36008	0.10776508	0
P33300	0.006773293	0
P32944	0.11435804	0
P06103	0.015317202	0
P21957	0.018289655	0
Q06200	0.12827727	0
P10591	0.10824126	0
P53104	0.34200406	1
P43565	0.0013831854	1
P32837	7.028829e-05	0
Q08920	0.080510706	0
P36167	0.018357784	0
P38738	0.043079287	0
P21965	0.056338638	0
P38427	0.0049747825	0
P33308	0.026065111	0
P46683	0.0055336356	0
P38426	0.05717355	0
P0CX52	0.0018835962	0
P40395	0.0033037663	0
P32505	0.00097441673	0
P22579	0.19759408	1
P32912	0.0050626993	0
P05744	0.10594535	0
P38953	0.10597235	0
Q12342	0.008582085	0
P25443	0.0044053197	0
Q03900	0.0018367767	0
P35187	0.038181424	0
P34730	0.019668728	0
P25491	0.045713395	0
P32784	0.066759914	0
Q04149	0.0023204088	0
P53100	0.103583336	0
Q07963	0.14021575	0
P05750	0.03327486	0
P32469	0.026893944	0
P35169	0.0029636025	1
Q02821	0.016094118	0
P00445	0.020181894	0
Q06505	0.0055493414	0
P40079	0.0014187694	0
P53599	0.1778386	0
P32597	0.0005559325	0
Q12030	0.11881718	0
P23594	0.0890933	1
Q99299	0.050707042	0
P36116	0.21079156	1
P39524	0.0001538992	0
Q03323	0.009264648	0
P53331	0.1003288	0
P15380	0.00195992	0
P53276	0.017388433	0
P13186	0.20607954	0
Q08904	0.068009555	0
Q12196	0.0009918511	0
P00546	0.044555664	0
P53897	0.004091054	0
Q05543	0.19050989	0
P39717	0.04335484	0
P35844	0.18394765	1
Q08235	0.00023174286	0
Q04178	0.25512606	0
P20484	0.22184166	0
P29311	0.042379797	0
P52553	0.22235408	0
Q08831	0.06539056	0
Q12500	0.008537948	0
P36002	0.19681698	0
P32367	0.047778666	0
P0CX32	0.030719787	0
Q08484	0.23519313	0
P48813	0.050341666	0
P40040	0.002083689	0
P53859	0.23849842	0
P34110	0.0002116859	0
P28834	0.0023637116	0
Q12406	0.01424107	0
P38165	0.27531183	0
P36017	0.3004493	1
P17536	0.021318465	0
P38321	0.107175946	0
P29295	0.27287602	1
P33748	0.23390138	1
P41812	0.023197532	0
P11484	0.000628829	0
P39077	0.15960088	0
Q12256	0.09077856	0
P05694	0.062746316	0
P48510	7.6207994e-05	0
P15108	0.05774933	0
P46944	0.2341811	1
P32561	0.2523322	1
P51862	0.2541569	0
Q01855	0.05394733	0
P38682	0.028243035	0
P53179	0.19280902	0
Q03048	0.0023492873	0
P19158	0.11977664	0
P40150	0.00060129166	0
P05756	0.18069318	0
Q04949	0.18569627	0
Q00711	0.01905647	0
P38801	0.027260154	0
P21192	0.22280642	0
P47061	0.32599723	1
P27472	0.102345824	0
P40825	0.05078259	0
P53297	0.27107286	0
P06244	0.0036667287	1
P00924	0.03737575	0
Q01448	0.09073293	0
P40327	0.030908704	0
P53312	0.0093277395	0
P15454	0.0040192306	0
Q03833	0.004877895	0
P06101	0.101703525	0
P53718	0.07134363	0
P52917	0.10703388	1
P36122	0.034894913	0
P12962	0.008623779	0
P33122	0.10272461	0
P14020	0.029303998	0
P48362	0.0038859844	0
P25644	0.23533344	0
P13434	0.07983965	0
Q12416	0.14998683	0
Q06623	0.006642878	0
P33750	0.007959008	0
P47116	0.012122124	0
