-1.6098, -1.24766, -0.908211, 0.392923, -0.696676, 1.41311, 0.734542, 0.412216, 0.966091	0
-1.12297, -0.0868048, -0.0512848, 0.883723, 1.00605, 1.91864, -0.444841, -0.372136, -2.27978	1
-0.19084, -1.96279, -1.77346, 1.40234, 1.28748, -0.204269, 0.659731, 0.902541, -0.424696	0
-1.15544, 0.0841695, 0.702695, -1.68734, -0.757293, 0.74892, -2.35687, 1.23768, 0.223475	1
1.23697, -0.00444297, -0.0778975, -0.468336, -0.754647, -1.21667, 0.65762, 0.152843, 0.111528	0
0.823414, 0.246362, 0.582165, -0.782717, -0.993997, -0.955829, 0.061954, 0.763331, -0.167528	0
-0.895171, 1.29536, 0.775205, -1.13114, 1.041, 1.38018, -1.28815, -0.816787, -0.713836	0
-1.51797, 1.26435, 0.762993, -0.744547, 1.14259, 1.37428, -1.47768, -0.607101, -0.496553	0
-0.414931, 1.61549, 0.765915, -0.585863, -0.308492, -1.00876, 0.488794, -0.328689, -0.346487	0
0.860839, 1.51019, 0.232721, 0.444867, -1.10072, -1.3101, -0.0563882, -0.676012, -0.206734	0
-1.96783, -0.661134, -0.276641, -0.283911, 2.48212, 1.4758, -0.963386, -0.28358, 0.274353	0
-0.536432, -0.34206, -1.6059, 1.59168, -1.71076, 1.4523, 0.227106, -1.68668, -1.46268	1
-0.291717, 0.0320845, -0.378452, 0.0762896, -0.778804, -0.564014, 1.48557, 0.991913, -0.906472	0
1.43302, 0.628141, 0.438739, 0.94593, 0.477343, -0.982405, -0.483611, -1.00924, -1.80936	1
-1.51956, -0.479005, -0.834773, -0.696897, 0.656128, 1.61731, -0.882006, -0.0945591, 1.85398	0
0.499121, 1.71199, 0.941678, -0.029259, -0.0305265, -0.151726, -2.06604, -1.24724, -1.30449	1
0.567726, -0.496329, -1.43912, 0.917593, 0.543038, -1.72833, 0.630764, 0.339631, 0.569255	0
-0.233143, 0.585038, -1.41899, -1.2256, -0.201135, 0.000373029, 0.735947, 0.516902, 1.02189	0
0.288908, 0.337839, -1.26678, -0.144403, -0.750441, -0.905554, 1.31607, 0.226722, 0.669032	0
0.288908, 0.337839, -1.26678, -0.144403, -0.750441, -0.905554, 1.31607, 0.226722, 0.669032	0
0.288908, 0.337839, -1.26678, -0.144403, -0.750441, -0.905554, 1.31607, 0.226722, 0.669032	0
-0.0365228, -0.0316048, -2.05359, -1.84093, -1.04803, -2.27867, 0.967029, -0.633956, 0.0996387	0
0.112434, 0.151005, -0.670478, -0.0357712, -1.2415, -1.07373, 0.941684, 0.671568, 0.852936	0
0.144107, 0.37928, -0.305315, -0.781429, -1.10593, -0.873294, 0.648448, 0.63275, 0.966576	0
0.144107, 0.37928, -0.305315, -0.781429, -1.10593, -0.873294, 0.648448, 0.63275, 0.966576	0
0.144107, 0.37928, -0.305315, -0.781429, -1.10593, -0.873294, 0.648448, 0.63275, 0.966576	0
0.0928213, -0.441814, -1.76697, 0.867164, -0.383798, -0.709898, 1.58484, 0.364551, 0.125572	0
0.143423, 0.379857, -0.299571, -0.778075, -1.11593, -0.870725, 0.648071, 0.630672, 0.96581	0
